bulk_type,purpose,vessel,collection_date,origin,partner_faculty,site_name_rep_detail,team,gps,mgmt_type,site_id,replicate,sample_id,google_img_id,date_arrival_at_jhu,status,date_sent_for_soil_analysis,date_sent_for_novaseq,date_sent_for_nanopore,date_sent_for_revio,sequencing_facility,As_EPA3051,Cd_EPA3051,Cr_EPA3051,Cu_EPA3051,Ni_EPA3051,Pb_EPA3051,Zn_EPA3051,water_pH,A-E_Buffer_pH,OM_by_LOI_pct,P_Mehlich3,K_Mehlich3,Ca_Mehlich3,Mg_Mehlich3,Mn_Mehlich3,Zn_Mehlich3,Cu_Mehlich3,Fe_Mehlich3,B_Mehlich3,S_Mehlich3,Na_Mehlich3,Al_Mehlich3,Est_CEC,Base_Sat_pct,P_Sat_ratio
Molecular,Project,1mL in 9mL DNA/RNA Shield,1/3/2024,"Petersburg, VA",Xianfa Xie,VSU Site 3 Rep 2,Michael Marone,"37.235556, -77.413611","Unmanaged: wild plants/weeds, forest, or grassland",P03,2,Molecular_P03_2,Not yet provided,01/08/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,1/3/2024,"Petersburg, VA",Xianfa Xie,VSU Site 4 Rep 1,Michael Marone,"37.235278, -77.411667","Unmanaged: wild plants/weeds, forest, or grassland",P04,1,Molecular_P04_1,Not yet provided,01/08/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,1/3/2024,"Petersburg, VA",Xianfa Xie,VSU Site 4 Rep 2,Michael Marone,"37.235278, -77.411667","Unmanaged: wild plants/weeds, forest, or grassland",P04,2,Molecular_P04_2,Not yet provided,01/08/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,1/4/2024,"Petersburg, VA",Xianfa Xie,VSU Site 5 Rep 1,"Xianfa Xie, Michael Marone","37.235278, -77.416639","Managed: mowed/tended lawns, yard, or park",P05,1,Molecular_P05_1,Not yet provided,01/08/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,1/4/2024,"Petersburg, VA",Xianfa Xie,VSU Site 5 Rep 2,"Xianfa Xie, Michael Marone","37.235278, -77.416639","Managed: mowed/tended lawns, yard, or park",P05,2,Molecular_P05_2,Not yet provided,01/08/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/7/2023,"El Paso, TX",Sourav Roy,UTEP Hill Rep 1,"Frida Delgadillo, Armando Jimenez, Keyan Ozuna ","31.77391, -106.50386","Unmanaged: wild plants/weeds, forest, or grassland",E02,1,Molecular_E02_1,1ilh1juEEQxg2mlbnXhPpZpij_y1QxwMi,01/09/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/7/2023,"El Paso, TX",Sourav Roy,UTEP Hill Rep 2,"Frida Delgadillo, Armando Jimenez, Keyan Ozuna ","31.77391, -106.50386","Unmanaged: wild plants/weeds, forest, or grassland",E02,2,Molecular_E02_2,1ilh1juEEQxg2mlbnXhPpZpij_y1QxwMi,01/09/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/21/2023,"El Paso, TX",Sourav Roy,EP Mundy Park Rep 1,"Frida Delgadillo, Armando Jimenez ","31.76397, -106.50203","Managed: mowed/tended lawns, yard, or park",E03,1,Molecular_E03_1,1gQpMzioNG4YPmZXTo-Fi4DrVKzMm3S7L,01/09/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/21/2023,"El Paso, TX",Sourav Roy,EP Mundy Park Rep 2,"Frida Delgadillo, Armando Jimenez ","31.76397, -106.50203","Managed: mowed/tended lawns, yard, or park",E03,2,Molecular_E03_2,1gQpMzioNG4YPmZXTo-Fi4DrVKzMm3S7L,01/09/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/21/2023,"El Paso, TX",Sourav Roy,EP Memorial Park Rep 1,"Frida Delgadillo, Armando Jimenez ","31.79024, -106.45513","Managed: mowed/tended lawns, yard, or park",E04,1,Molecular_E04_1,1pW4DuL9sRoniDpfXQyM8yv_SrVKXNWCI,01/09/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/21/2023,"El Paso, TX",Sourav Roy,EP Memorial Park Rep 2,"Frida Delgadillo, Armando Jimenez ","31.79024, -106.45513","Managed: mowed/tended lawns, yard, or park",E04,2,Molecular_E04_2,1pW4DuL9sRoniDpfXQyM8yv_SrVKXNWCI,01/09/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/21/2023,"El Paso, TX",Sourav Roy,EP Memorial Park (open area) Rep 1,"Frida Delgadillo, Armando Jimenez ","31.78962, -106.45770","Managed: mowed/tended lawns, yard, or park",E05,1,Molecular_E05_1,1SQWcdqeB9CBIuAU0YcgKF_xKiuSNDDIJ,01/09/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/21/2023,"El Paso, TX",Sourav Roy,EP Memorial Park (open area) Rep 2,"Frida Delgadillo, Armando Jimenez ","31.78962, -106.45770","Managed: mowed/tended lawns, yard, or park",E05,2,Molecular_E05_2,1SQWcdqeB9CBIuAU0YcgKF_xKiuSNDDIJ,01/09/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/22/2023,"El Paso, TX",Sourav Roy,EP Ascarate Park Picnic Area Rep 1,"Frida Delgadillo, Keyan Ozuna ","31.75547, -106.40452","Managed: mowed/tended lawns, yard, or park",E06,1,Molecular_E06_1,1d3Rt5m8qjeKAVZUmJZmAO7VRaLR_A3KF,01/09/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,12/22/2023,"El Paso, TX",Sourav Roy,EP Ascarate Park Picnic Area Rep 2,"Frida Delgadillo, Keyan Ozuna ","31.75547, -106.40452","Managed: mowed/tended lawns, yard, or park",E06,2,Molecular_E06_2,1d3Rt5m8qjeKAVZUmJZmAO7VRaLR_A3KF,01/09/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,4/17/2024,"Baltimore, MD",Pilot (Hoffman and team),B03-Stony Run,"Ava, Elizabeth, Natalie","39.3241847, -76.6263905","Unmanaged: wild plants/weeds, forest, or grassland",B03,4,Molecular_B03_4,1mgTAftS5EXaqPN-a7Seg2BKXaX2aZcNd,4/17/2024,sent,Not applicable,FALSE,FALSE,4/17/24,CSHL,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,4/17/2024,"Baltimore, MD",Pilot (Hoffman and team),B03-Stony Run,"Ava, Elizabeth, Natalie","39.3241847, -76.6263905","Unmanaged: wild plants/weeds, forest, or grassland",B03,5,Molecular_B03_5,1mgTAftS5EXaqPN-a7Seg2BKXaX2aZcNd,4/17/2024,sent,Not applicable,FALSE,FALSE,4/17/24,CSHL,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,4/17/2024,"Baltimore, MD",Pilot (Hoffman and team),B03-Stony Run,"Ava, Elizabeth, Natalie","39.3241847, -76.6263905","Unmanaged: wild plants/weeds, forest, or grassland",B03,6,Molecular_B03_6,1mgTAftS5EXaqPN-a7Seg2BKXaX2aZcNd,4/17/2024,sent,Not applicable,FALSE,FALSE,4/17/24,CSHL,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,4/17/2024,"Baltimore, MD",Pilot (Hoffman and team),B03-Stony Run,"Ava, Elizabeth, Natalie","39.3241847, -76.6263905","Unmanaged: wild plants/weeds, forest, or grassland",B03,7,Molecular_B03_7,1mgTAftS5EXaqPN-a7Seg2BKXaX2aZcNd,4/17/2024,sent,Not applicable,FALSE,FALSE,4/17/24,CSHL,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,4/17/2024,"Baltimore, MD",Pilot (Hoffman and team),B03-Stony Run,"Ava, Elizabeth, Natalie","39.3241847, -76.6263905","Unmanaged: wild plants/weeds, forest, or grassland",B03,8,Molecular_B03_8,1mgTAftS5EXaqPN-a7Seg2BKXaX2aZcNd,4/17/2024,sent,Not applicable,FALSE,FALSE,4/17/24,CSHL,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,4/17/2024,"Baltimore, MD",Pilot (Hoffman and team),B03-Stony Run,"Ava, Elizabeth, Natalie","39.3241847, -76.6263905","Unmanaged: wild plants/weeds, forest, or grassland",B03,9,Molecular_B03_9,1mgTAftS5EXaqPN-a7Seg2BKXaX2aZcNd,4/17/2024,sent,Not applicable,FALSE,FALSE,4/17/24,CSHL,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,plastic bag,4/17/2024,"Baltimore, MD",Pilot (Hoffman and team),B03-Stony Run,"Ava, Elizabeth, Natalie","39.3241847, -76.6263905","Unmanaged: wild plants/weeds, forest, or grassland",B03,10,Molecular_B03_10,1mgTAftS5EXaqPN-a7Seg2BKXaX2aZcNd,4/17/2024,sent,Not applicable,FALSE,FALSE,4/17/24,CSHL,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,plastic bag,4/17/2024,"Baltimore, MD",Pilot (Hoffman and team),B03-Stony Run,"Ava, Elizabeth, Natalie","39.3241847, -76.6263905","Unmanaged: wild plants/weeds, forest, or grassland",B03,11,Molecular_B03_11,1mgTAftS5EXaqPN-a7Seg2BKXaX2aZcNd,4/17/2024,Ava's Fridge in Baltimore,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,4/17/2024,"Baltimore, MD",Pilot (Hoffman and team),B09-Druid Hill Park Hiking Trail,"Ava, Elizabeth, Natalie","39.3204848, -76.6444267","Unmanaged: wild plants/weeds, forest, or grassland",B09,2,Molecular_B09_2,1V47nj_2yMm1DAzmp9amQhu8WQkttvtDe,4/17/2024,sent,Not applicable,FALSE,FALSE,4/17/24,CSHL,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,1mL in 9mL DNA/RNA Shield,4/17/2024,"Baltimore, MD",Pilot (Hoffman and team),B09-Druid Hill Park Hiking Trail,"Ava, Elizabeth, Natalie","39.3204848, -76.6444267","Unmanaged: wild plants/weeds, forest, or grassland",B09,3,Molecular_B09_3,1V47nj_2yMm1DAzmp9amQhu8WQkttvtDe,4/17/2024,sent,Not applicable,FALSE,FALSE,4/17/24,CSHL,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,plastic bag,4/17/2024,"Baltimore, MD",Pilot (Hoffman and team),B09-Druid Hill Park Hiking Trail,"Ava, Elizabeth, Natalie","39.3204848, -76.6444267","Unmanaged: wild plants/weeds, forest, or grassland",B09,4,Molecular_B09_4,1V47nj_2yMm1DAzmp9amQhu8WQkttvtDe,4/17/2024,sent,Not applicable,FALSE,FALSE,4/17/24,CSHL,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Troubleshooting,plastic bag,4/17/2024,"Baltimore, MD",Pilot (Hoffman and team),B09-Druid Hill Park Hiking Trail,"Ava, Elizabeth, Natalie","39.3204848, -76.6444267","Unmanaged: wild plants/weeds, forest, or grassland",B09,5,Molecular_B09_5,1V47nj_2yMm1DAzmp9amQhu8WQkttvtDe,4/17/2024,Ava's Fridge in Baltimore ,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,7/10/2024,"Durango, CO",Joslynn Lee,Ozone Garden Rep 1,"Natalie, Joslynn, Jordan","37.2805, -107.8666","Managed: mowed/tended lawns, yard, or park",D01,1,Molecular_D01_1,1la0V1ou7zlQNE8EIHognF7lFlGynacLP,07/23/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,7/10/2024,"Durango, CO",Joslynn Lee,Ozone Garden Rep 2,"Natalie, Joslynn, Jordan","37.2805, -107.8666","Managed: mowed/tended lawns, yard, or park",D01,2,Molecular_D01_2,1la0V1ou7zlQNE8EIHognF7lFlGynacLP,07/23/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,7/12/2024,"Durango, CO",Joslynn Lee,Food Forest Rep 1,"Natalie, Joslynn, Jordan","37.280278, -107.866667","Managed: mowed/tended lawns, yard, or park",D02,1,Molecular_D02_1,Not yet provided,07/23/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,7/12/2024,"Durango, CO",Joslynn Lee,Food Forest Rep 2,"Natalie, Joslynn, Jordan","37.280278, -107.866667","Managed: mowed/tended lawns, yard, or park",D02,2,Molecular_D02_2,Not yet provided,07/23/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,7/17/2024,"Durango, CO",Joslynn Lee,Bluecorn Rep 1,"Natalie, Joslynn, Jordan","37.229167, -108.055278","Managed: mowed/tended lawns, yard, or park",D03,1,Molecular_D03_1,1pZ094UCf_Uf-2FJDLAa93QwoDsMgjwIf,07/23/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,7/17/2024,"Durango, CO",Joslynn Lee,Bluecorn Rep 2,"Natalie, Joslynn, Jordan","37.229167, -108.055278","Managed: mowed/tended lawns, yard, or park",D03,2,Molecular_D03_2,1pZ094UCf_Uf-2FJDLAa93QwoDsMgjwIf,07/23/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,7/17/2024,"Durango, CO",Joslynn Lee,Grassy Creek Rep 1,"Natalie, Joslynn, Jordan","37.229218, -108.054767","Unmanaged: wild plants/weeds, forest, or grassland",D04,1,Molecular_D04_1,1GpPKnkiz7Bo93YmzxXH6OXLSfX_4V1Wi,07/23/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,7/17/2024,"Durango, CO",Joslynn Lee,Grassy Creek Rep 2,"Natalie, Joslynn, Jordan","37.229218, -108.054767","Unmanaged: wild plants/weeds, forest, or grassland",D04,2,Molecular_D04_2,1GpPKnkiz7Bo93YmzxXH6OXLSfX_4V1Wi,07/23/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,7/23/2024,"Durango, CO",Joslynn Lee,FLC Rim Rep 1,Natalie,"37.274, -107.872","Unmanaged: wild plants/weeds, forest, or grassland",D05,1,Molecular_D05_1,1b_pcCOzMj8Sh32LMhPdFJ1mGcGyVHqTA,07/23/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,7/23/2024,"Durango, CO",Joslynn Lee,FLC Rim Rep 2,Natalie,"37.274, -107.872","Unmanaged: wild plants/weeds, forest, or grassland",D05,2,Molecular_D05_2,1b_pcCOzMj8Sh32LMhPdFJ1mGcGyVHqTA,07/23/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,11/29/2023,"Atlanta, GA",Mentewab Ayalew,Site A Rep 1,"Dr. Mentewab Ayalew, Natajha Graham","33.83261, -84.36210","Managed: mowed/tended lawns, yard, or park",GA01,1,Molecular_GA01_1,Not yet provided,08/22/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Molecular,Project,1mL in 9mL DNA/RNA Shield,11/29/2023,"Atlanta, GA",Mentewab Ayalew,Site A Rep 2,"Dr. Mentewab Ayalew, Natajha Graham","33.83261, -84.36210","Managed: mowed/tended lawns, yard, or park",GA01,2,Molecular_GA01_2,Not yet provided,08/22/2024,UTL,Not applicable,FALSE,FALSE,FALSE,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
